"","Food code","Main food description","WWEIA Category code","WWEIA Category description","Energy (kcal)","Protein (g)","Carbohydrate (g)","Sugars, total (g)","Fiber, total dietary (g)","Total Fat (g)","Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)","Cholesterol (mg)","Retinol (mcg)","Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)","Lycopene (mcg)","Lutein + zeaxanthin (mcg)","Thiamin (mg)","Riboflavin (mg)","Niacin (mg)","Vitamin B-6 (mg)","Folic acid (mcg)","Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)","Vitamin B-12 (mcg)","Vitamin B-12, added (mcg)","Vitamin C (mg)","Vitamin D (D2 + D3) (mcg)","Vitamin E (alpha-tocopherol) (mg)","Vitamin E, added (mg)","Vitamin K (phylloquinone) (mcg)","Calcium (mg)","Phosphorus (mg)","Magnesium (mg)","Iron (mg)","Zinc (mg)","Copper (mg)","Selenium (mcg)","Potassium (mg)","Sodium (mg)","Caffeine (mg)","Theobromine (mg)","Alcohol (g)","4:0    (g)","6:0    (g)","8:0    (g)","10:0    (g)","12:0    (g)","14:0    (g)","16:0    (g)","18:0    (g)","16:1        (g)","18:1    (g)","20:1    (g)","22:1    (g)","18:2    (g)","18:3    (g)","18:4    (g)","20:4    (g)","20:5 n-3 (g)","22:5 n-3 (g)","22:6 n-3 (g)","Water (g)","Group"
"3874",75226022,"Peppers, green, cooked, made with butter",6420,"Other vegetables and combinations",51,0.91,6.43,3.06,1.2,2.9,1.742,0.714,0.203,7,22,45,25,259,8,0,414,0.057,0.03,0.459,0.224,0,15,15,15,7.7,0.01,0,71.4,0,0.56,0,9.6,10,18,10,0.44,0.12,0.063,0.3,160,297,0,0,0,0.108,0.067,0.04,0.084,0.086,0.248,0.745,0.34,0.033,0.678,0.003,0,0.183,0.02,0,0,0,0,0,88.69,"Vegetables"
"3875",75226023,"Peppers, green, cooked, made with margarine",6420,"Other vegetables and combinations",45,0.89,6.46,3.06,1.2,2.2,0.435,0.664,0.993,0,26,50,25,274,8,0,413,0.057,0.03,0.458,0.35,0,15,15,15,7.4,0,0,71.4,0.1,1.19,0,12.8,10,18,10,0.44,0.12,0.063,0.3,160,298,0,0,0,0,0,0,0.002,0.007,0.006,0.235,0.167,0.003,0.653,0.007,0,0.891,0.101,0,0,0,0,0,89.4,"Vegetables"
"3876",75226040,"Peppers, red, cooked, NS as to fat added in cooking",6406,"Other red and orange vegetables",48,0.9,6.44,4.21,1.2,2.61,1.218,0.692,0.516,4,24,166,17,1475,441,0,45,0.057,0.03,0.459,0.274,0,15,15,15,6.1,0,0,164.1,0.1,1.91,0,6.4,10,18,10,0.44,0.12,0.063,0.3,160,297,0,0,0,0.065,0.04,0.024,0.052,0.054,0.151,0.54,0.27,0.021,0.666,0.005,0,0.464,0.052,0,0,0,0,0,88.98,"Vegetables"
"3877",75226050,"Peppers, red, cooked, fat not added in cooking",6406,"Other red and orange vegetables",28,0.91,6.65,4.36,1.2,0.2,0.029,0.013,0.105,0,0,146,18,1514,457,0,47,0.059,0.03,0.474,0.231,0,16,16,16,5.8,0,0,169.8,0,1.64,0,5.1,9,18,10,0.46,0.12,0.065,0.3,165,285,0,0,0,0,0,0,0,0,0,0.022,0.007,0.001,0.012,0,0,0.095,0.01,0,0,0,0,0,91.2,"Vegetables"
"3878",75226060,"Peppers, red, cooked, fat added in cooking, NS as to type of fat",6406,"Other red and orange vegetables",48,0.9,6.44,4.21,1.2,2.61,1.218,0.692,0.516,4,24,166,17,1475,441,0,45,0.057,0.03,0.459,0.274,0,15,15,15,6.1,0,0,164.1,0.1,1.91,0,6.4,10,18,10,0.44,0.12,0.063,0.3,160,297,0,0,0,0.065,0.04,0.024,0.052,0.054,0.151,0.54,0.27,0.021,0.666,0.005,0,0.464,0.052,0,0,0,0,0,88.98,"Vegetables"
"3879",75226061,"Peppers, red, cooked, made with oil",6406,"Other red and orange vegetables",55,0.88,6.44,4.22,1.2,3.4,0.467,1.356,1.424,0,0,141,17,1465,442,0,45,0.057,0.029,0.458,0.224,0,15,15,15,5.6,0,0,164.3,0,1.96,0,8.7,9,17,10,0.45,0.12,0.063,0.3,160,276,0,0,0,0,0,0,0,0,0,0.334,0.11,0.012,1.33,0.013,0,1.251,0.172,0,0,0,0,0,88.27,"Vegetables"
"3880",75226062,"Peppers, red, cooked, made with butter",6406,"Other red and orange vegetables",51,0.91,6.43,4.22,1.2,2.9,1.742,0.714,0.203,7,22,164,17,1469,441,0,45,0.057,0.03,0.459,0.224,0,15,15,15,6.2,0.01,0,164.1,0,1.66,0,5.1,10,18,10,0.44,0.12,0.063,0.3,160,297,0,0,0,0.108,0.067,0.04,0.084,0.086,0.248,0.745,0.34,0.033,0.678,0.003,0,0.183,0.02,0,0,0,0,0,88.69,"Vegetables"
"3881",75226063,"Peppers, red, cooked, made with margarine",6406,"Other red and orange vegetables",45,0.89,6.46,4.21,1.2,2.2,0.435,0.664,0.993,0,26,169,17,1483,441,0,45,0.057,0.03,0.458,0.35,0,15,15,15,5.9,0,0,164,0.1,2.29,0,8.3,10,18,10,0.44,0.12,0.063,0.3,160,298,0,0,0,0,0,0,0.002,0.007,0.006,0.235,0.167,0.003,0.653,0.007,0,0.891,0.101,0,0,0,0,0,89.4,"Vegetables"
"3882",75227099,"Radish, daikon, cooked, NS as to fat added in cooking",6420,"Other vegetables and combinations",43,0.65,3.31,1.76,1.5,3.19,0.475,1.277,1.323,0,0,0,0,0,0,0,0,0,0.022,0.145,0.037,0,16,16,16,6.6,0,0,14.6,0,0.35,0,3.8,17,23,9,0.15,0.13,0.098,0.7,275,265,0,0,0,0,0,0,0,0,0,0.349,0.103,0.012,1.253,0.012,0,1.106,0.217,0,0,0,0,0,91.61,"Vegetables"
"3883",75227100,"Radish, daikon, cooked, fat not added in cooking",6420,"Other vegetables and combinations",17,0.66,3.41,1.82,1.6,0.24,0.073,0.04,0.107,0,0,0,0,0,0,0,0,0,0.023,0.149,0.038,0,17,17,17,6.8,0,0,15,0,0,0,0.3,17,24,9,0.15,0.13,0.101,0.7,283,275,0,0,0,0,0,0,0,0,0,0.063,0.009,0.001,0.039,0,0,0.039,0.069,0,0,0,0,0,94.4,"Vegetables"
"3884",75227110,"Radish, daikon, cooked, fat added in cooking",6420,"Other vegetables and combinations",43,0.65,3.3,1.76,1.5,3.21,0.478,1.286,1.331,0,0,0,0,0,0,0,0,0,0.022,0.145,0.037,0,16,16,16,6.6,0,0,14.6,0,0.35,0,3.8,17,23,9,0.15,0.13,0.098,0.7,275,267,0,0,0,0,0,0,0,0,0,0.351,0.104,0.012,1.261,0.012,0,1.113,0.217,0,0,0,0,0,91.59,"Vegetables"
"3885",75228000,"Rutabaga, cooked, NS as to fat added in cooking",6420,"Other vegetables and combinations",46,0.92,6.63,3.82,1.7,2.13,0.988,0.574,0.426,3,19,20,0,10,0,10,13,0.079,0.04,0.693,0.139,0,15,15,15,15.1,0,0,18.2,0,0.5,0,1.4,18,40,10,0.18,0.12,0.028,0.7,210,243,0,0,0,0.052,0.032,0.019,0.042,0.044,0.122,0.444,0.216,0.016,0.554,0.004,0,0.336,0.089,0,0,0,0,0,89.22,"Vegetables"
"3886",75228010,"Rutabaga, cooked, fat not added in cooking",6420,"Other vegetables and combinations",30,0.92,6.8,3.93,1.8,0.18,0.029,0.027,0.094,0,0,0,0,1,0,10,13,0.082,0.041,0.711,0.101,0,15,15,15,15.1,0,0,18.7,0,0.24,0,0.2,18,41,10,0.18,0.12,0.029,0.7,215,232,0,0,0,0,0,0,0,0,0,0.026,0.003,0,0.027,0,0,0.038,0.057,0,0,0,0,0,91.01,"Vegetables"
"3887",75228020,"Rutabaga, cooked, fat added in cooking, NS as to type of fat",6420,"Other vegetables and combinations",46,0.92,6.63,3.82,1.7,2.13,0.988,0.574,0.426,3,19,20,0,10,0,10,13,0.079,0.04,0.693,0.139,0,15,15,15,15.1,0,0,18.2,0,0.5,0,1.4,18,40,10,0.18,0.12,0.028,0.7,210,243,0,0,0,0.052,0.032,0.019,0.042,0.044,0.122,0.444,0.216,0.016,0.554,0.004,0,0.336,0.089,0,0,0,0,0,89.22,"Vegetables"
"3888",75228021,"Rutabaga, cooked, made with oil",6420,"Other vegetables and combinations",52,0.9,6.62,3.82,1.7,2.76,0.382,1.11,1.158,0,0,0,0,1,0,10,13,0.079,0.04,0.692,0.099,0,15,15,15,14.7,0,0,18.2,0,0.54,0,3.2,18,40,10,0.18,0.12,0.028,0.7,209,226,0,0,0,0,0,0,0,0,0,0.278,0.086,0.009,1.089,0.01,0,0.971,0.186,0,0,0,0,0,88.65,"Vegetables"
"3889",75228022,"Rutabaga, cooked, made with butter",6420,"Other vegetables and combinations",48,0.92,6.62,3.82,1.7,2.36,1.41,0.592,0.174,6,18,18,0,5,0,10,13,0.079,0.041,0.693,0.099,0,15,15,15,15.2,0,0,18.2,0,0.3,0,0.4,18,40,10,0.18,0.12,0.028,0.7,210,243,0,0,0,0.087,0.054,0.032,0.068,0.07,0.2,0.609,0.272,0.026,0.563,0.003,0,0.11,0.064,0,0,0,0,0,88.98,"Vegetables"
"3890",75228023,"Rutabaga, cooked, made with margarine",6420,"Other vegetables and combinations",43,0.9,6.64,3.82,1.7,1.8,0.356,0.551,0.811,0,21,22,0,18,0,10,13,0.079,0.04,0.692,0.2,0,15,15,15,15,0,0,18.2,0.1,0.8,0,2.9,18,40,10,0.18,0.12,0.028,0.7,210,244,0,0,0,0,0,0,0.002,0.005,0.004,0.198,0.132,0.001,0.544,0.005,0,0.681,0.129,0,0,0,0,0,89.56,"Vegetables"
"3891",75229009,"Salsify, cooked, NS as to fat added in cooking",6420,"Other vegetables and combinations",87,2.64,14.75,2.78,3,2.6,1.237,0.687,0.488,4,24,25,0,11,0,0,0,0.054,0.167,0.377,0.26,0,14,14,14,25.4,0,0,4.4,0.1,0.51,0,1.8,46,54,17,0.53,0.29,0.067,0.6,272,313,0,0,0,0.065,0.041,0.024,0.052,0.055,0.155,0.557,0.267,0.02,0.662,0.005,0,0.435,0.053,0,0,0,0,0,78.53,"Vegetables"
"3892",75229010,"Salsify, cooked, fat not added in cooking",6420,"Other vegetables and combinations",68,2.71,15.25,2.88,3.1,0.17,0.041,0.003,0.073,0,0,0,0,0,0,0,0,0.056,0.172,0.389,0.216,0,15,15,15,25.7,0,0,4.6,0,0.19,0,0.3,47,56,18,0.55,0.3,0.07,0.6,281,301,0,0,0,0,0,0,0,0,0.003,0.035,0.002,0,0.003,0,0,0.064,0.011,0,0,0,0,0,80.41,"Vegetables"
"3893",75229011,"Salsify, cooked, fat added in cooking",6420,"Other vegetables and combinations",87,2.64,14.75,2.78,3,2.6,1.237,0.687,0.488,4,24,25,0,11,0,0,0,0.054,0.167,0.377,0.26,0,14,14,14,25.4,0,0,4.4,0.1,0.51,0,1.8,46,54,17,0.53,0.29,0.067,0.6,272,313,0,0,0,0.065,0.041,0.024,0.052,0.055,0.155,0.557,0.267,0.02,0.662,0.005,0,0.435,0.053,0,0,0,0,0,78.53,"Vegetables"
"3894",75230000,"Sauerkraut, cooked, NS as to fat added in cooking",8408,"Olives, pickles, pickled vegetables",39,0.9,4.15,1.72,2.8,2.48,1.182,0.669,0.465,4,23,25,5,19,0,0,285,0.02,0.022,0.139,0.174,0,22,22,22,10.6,0,0,12.8,0.1,0.45,0,14,30,20,13,1.42,0.19,0.093,0.6,165,661,0,0,0,0.063,0.039,0.024,0.051,0.054,0.146,0.529,0.258,0.019,0.644,0.004,0,0.392,0.073,0,0,0,0,0,90.33,"Vegetables"
"3895",75230010,"Sauerkraut, cooked, fat not added in cooking",8408,"Olives, pickles, pickled vegetables",19,0.91,4.28,1.78,2.9,0.14,0.034,0.013,0.067,0,0,1,5,8,0,0,295,0.02,0.022,0.143,0.13,0,23,23,23,10.4,0,0,13.2,0,0.14,0,13,30,20,13,1.47,0.19,0.096,0.6,170,661,0,0,0,0,0,0.001,0.001,0.001,0,0.028,0.003,0,0.013,0,0,0.034,0.033,0,0,0,0,0,92.52,"Vegetables"
"3896",75230020,"Sauerkraut, cooked, fat added in cooking",8408,"Olives, pickles, pickled vegetables",31,0.9,4.2,1.75,2.8,1.56,0.734,0.413,0.31,3,14,15,5,14,0,0,289,0.02,0.022,0.141,0.157,0,22,22,22,10.5,0,0,13,0,0.33,0,13.6,30,20,13,1.44,0.19,0.094,0.6,167,661,0,0,0,0.038,0.024,0.015,0.031,0.033,0.089,0.333,0.158,0.012,0.398,0.003,0,0.252,0.057,0,0,0,0,0,91.18,"Vegetables"
"3897",75231000,"Snowpea, cooked, NS as to form, NS as to fat added in cooking",6420,"Other vegetables and combinations",75,3.38,8.72,4.66,3,3.11,0.446,1.187,1.292,0,0,64,51,735,0,0,863,0.062,0.115,0.544,0.168,0,34,34,34,20.3,0,0,21.3,0,0.78,0,32.4,57,56,27,2.33,0.47,0.087,0.8,210,239,0,0,0,0,0,0,0,0,0.003,0.328,0.094,0.01,1.165,0.011,0,1.128,0.163,0,0,0,0,0,83.7,"Vegetables"
"3898",75231001,"Snowpea, cooked, from fresh, NS as to fat added in cooking",6420,"Other vegetables and combinations",65,3.16,6.81,3.86,2.7,2.97,0.418,1.171,1.227,0,0,50,41,577,0,0,678,0.124,0.073,0.521,0.139,0,28,28,28,16.8,0,0,46.3,0,0.7,0,27.4,41,53,25,1.91,0.36,0.075,0.7,232,238,0,0,0,0,0,0,0,0,0.002,0.304,0.091,0.01,1.15,0.011,0,1.073,0.154,0,0,0,0,0,85.94,"Vegetables"
"3899",75231002,"Snowpea, cooked, from frozen, NS as to fat added in cooking",6420,"Other vegetables and combinations",75,3.38,8.72,4.66,3,3.11,0.446,1.187,1.292,0,0,64,51,735,0,0,863,0.062,0.115,0.544,0.168,0,34,34,34,20.3,0,0,21.3,0,0.78,0,32.4,57,56,27,2.33,0.47,0.087,0.8,210,239,0,0,0,0,0,0,0,0,0.003,0.328,0.094,0.01,1.165,0.011,0,1.128,0.163,0,0,0,0,0,83.7,"Vegetables"
"3900",75231010,"Snowpea, cooked, NS as to form, fat not added in cooking",6420,"Other vegetables and combinations",52,3.48,8.96,4.79,3.1,0.38,0.073,0.039,0.166,0,0,66,53,755,0,0,887,0.064,0.118,0.56,0.173,0,35,35,35,20.9,0,0,21.9,0,0.47,0,30,59,58,28,2.39,0.49,0.09,0.8,216,246,0,0,0,0,0,0,0,0,0.003,0.063,0.006,0,0.039,0,0,0.141,0.025,0,0,0,0,0,86.06,"Vegetables"
"3901",75231011,"Snowpea, cooked, from fresh, fat not added in cooking",6420,"Other vegetables and combinations",42,3.25,7.01,3.96,2.8,0.23,0.044,0.023,0.099,0,0,52,42,593,0,0,698,0.127,0.076,0.536,0.143,0,29,29,29,17.3,0,0,47.6,0,0.39,0,24.8,42,55,26,1.96,0.37,0.077,0.7,239,245,0,0,0,0,0,0,0,0,0.002,0.038,0.003,0,0.023,0,0,0.084,0.015,0,0,0,0,0,88.36,"Vegetables"
"3902",75231012,"Snowpea, cooked, from frozen, fat not added in cooking",6420,"Other vegetables and combinations",52,3.48,8.96,4.79,3.1,0.38,0.073,0.039,0.166,0,0,66,53,755,0,0,887,0.064,0.118,0.56,0.173,0,35,35,35,20.9,0,0,21.9,0,0.47,0,30,59,58,28,2.39,0.49,0.09,0.8,216,246,0,0,0,0,0,0,0,0,0.003,0.063,0.006,0,0.039,0,0,0.141,0.025,0,0,0,0,0,86.06,"Vegetables"
"3903",75231020,"Snowpea, cooked, NS as to form, fat added in cooking, NS as to type of fat",6420,"Other vegetables and combinations",75,3.38,8.72,4.66,3,3.11,0.446,1.187,1.292,0,0,64,51,735,0,0,863,0.062,0.115,0.544,0.168,0,34,34,34,20.3,0,0,21.3,0,0.78,0,32.4,57,56,27,2.33,0.47,0.087,0.8,210,239,0,0,0,0,0,0,0,0,0.003,0.328,0.094,0.01,1.165,0.011,0,1.128,0.163,0,0,0,0,0,83.7,"Vegetables"
"3904",75231021,"Snowpea, cooked, from fresh, fat added in cooking, NS as to type of fat",6420,"Other vegetables and combinations",65,3.16,6.81,3.86,2.7,2.97,0.418,1.171,1.227,0,0,50,41,577,0,0,678,0.124,0.073,0.521,0.139,0,28,28,28,16.8,0,0,46.3,0,0.7,0,27.4,41,53,25,1.91,0.36,0.075,0.7,232,238,0,0,0,0,0,0,0,0,0.002,0.304,0.091,0.01,1.15,0.011,0,1.073,0.154,0,0,0,0,0,85.94,"Vegetables"
"3905",75231022,"Snowpea, cooked, from frozen, fat added in cooking, NS as to type of fat",6420,"Other vegetables and combinations",75,3.38,8.72,4.66,3,3.11,0.446,1.187,1.292,0,0,64,51,735,0,0,863,0.062,0.115,0.544,0.168,0,34,34,34,20.3,0,0,21.3,0,0.78,0,32.4,57,56,27,2.33,0.47,0.087,0.8,210,239,0,0,0,0,0,0,0,0,0.003,0.328,0.094,0.01,1.165,0.011,0,1.128,0.163,0,0,0,0,0,83.7,"Vegetables"
"3906",75231023,"Snowpea, cooked, NS as to form, made with oil",6420,"Other vegetables and combinations",75,3.38,8.72,4.66,3,3.11,0.446,1.187,1.292,0,0,64,51,735,0,0,863,0.062,0.115,0.544,0.168,0,34,34,34,20.3,0,0,21.3,0,0.78,0,32.4,57,56,27,2.33,0.47,0.087,0.8,210,239,0,0,0,0,0,0,0,0,0.003,0.328,0.094,0.01,1.165,0.011,0,1.128,0.163,0,0,0,0,0,83.7,"Vegetables"
"3907",75231024,"Snowpea, cooked, NS as to form, made with butter",6420,"Other vegetables and combinations",71,3.4,8.71,4.66,3,2.68,1.536,0.637,0.248,6,19,83,51,738,0,0,862,0.062,0.116,0.545,0.168,0,34,34,34,20.8,0,0,21.2,0,0.52,0,29.4,58,57,27,2.32,0.48,0.087,0.8,210,257,0,0,0,0.092,0.057,0.034,0.072,0.074,0.215,0.68,0.291,0.027,0.607,0.003,0,0.215,0.033,0,0,0,0,0,84.06,"Vegetables"
"3908",75231025,"Snowpea, cooked, NS as to form, made with margarine",6420,"Other vegetables and combinations",66,3.38,8.73,4.65,3,2.09,0.418,0.594,0.923,0,22,87,51,751,0,0,862,0.062,0.116,0.544,0.276,0,34,34,34,20.6,0,0,21.2,0.1,1.06,0,32.1,58,56,27,2.32,0.47,0.087,0.8,210,258,0,0,0,0,0,0,0.002,0.006,0.008,0.244,0.143,0.002,0.586,0.006,0,0.82,0.102,0,0,0,0,0,84.67,"Vegetables"
"3909",75231026,"Snowpea, cooked, from fresh, made with oil",6420,"Other vegetables and combinations",65,3.16,6.81,3.86,2.7,2.97,0.418,1.171,1.227,0,0,50,41,577,0,0,678,0.124,0.073,0.521,0.139,0,28,28,28,16.8,0,0,46.3,0,0.7,0,27.4,41,53,25,1.91,0.36,0.075,0.7,232,238,0,0,0,0,0,0,0,0,0.002,0.304,0.091,0.01,1.15,0.011,0,1.073,0.154,0,0,0,0,0,85.94,"Vegetables"
"3910",75231027,"Snowpea, cooked, from fresh, made with butter",6420,"Other vegetables and combinations",61,3.18,6.81,3.85,2.7,2.54,1.508,0.622,0.183,6,19,70,41,581,0,0,678,0.124,0.074,0.522,0.139,0,28,28,28,17.3,0,0,46.2,0,0.44,0,24.3,41,54,25,1.9,0.36,0.075,0.7,232,256,0,0,0,0.092,0.057,0.034,0.072,0.074,0.214,0.656,0.288,0.027,0.592,0.003,0,0.16,0.023,0,0,0,0,0,86.29,"Vegetables"
"3911",75231028,"Snowpea, cooked, from fresh, made with margarine",6420,"Other vegetables and combinations",56,3.16,6.83,3.85,2.7,1.94,0.39,0.579,0.859,0,22,74,41,594,0,0,678,0.124,0.074,0.521,0.247,0,28,28,28,17.1,0,0,46.2,0.1,0.98,0,27,41,54,25,1.9,0.36,0.075,0.7,233,257,0,0,0,0,0,0,0.002,0.006,0.007,0.22,0.14,0.002,0.571,0.006,0,0.765,0.093,0,0,0,0,0,86.9,"Vegetables"
"3912",75231029,"Snowpea, cooked, from frozen, made with oil",6420,"Other vegetables and combinations",75,3.38,8.72,4.66,3,3.11,0.446,1.187,1.292,0,0,64,51,735,0,0,863,0.062,0.115,0.544,0.168,0,34,34,34,20.3,0,0,21.3,0,0.78,0,32.4,57,56,27,2.33,0.47,0.087,0.8,210,239,0,0,0,0,0,0,0,0,0.003,0.328,0.094,0.01,1.165,0.011,0,1.128,0.163,0,0,0,0,0,83.7,"Vegetables"
"3913",75231030,"Snowpea, cooked, from frozen, made with butter",6420,"Other vegetables and combinations",71,3.4,8.71,4.66,3,2.68,1.536,0.637,0.248,6,19,83,51,738,0,0,862,0.062,0.116,0.545,0.168,0,34,34,34,20.8,0,0,21.2,0,0.52,0,29.4,58,57,27,2.32,0.48,0.087,0.8,210,257,0,0,0,0.092,0.057,0.034,0.072,0.074,0.215,0.68,0.291,0.027,0.607,0.003,0,0.215,0.033,0,0,0,0,0,84.06,"Vegetables"
"3914",75231031,"Snowpea, cooked, from frozen, made with margarine",6420,"Other vegetables and combinations",66,3.38,8.73,4.65,3,2.09,0.418,0.594,0.923,0,22,87,51,751,0,0,862,0.062,0.116,0.544,0.276,0,34,34,34,20.6,0,0,21.2,0.1,1.06,0,32.1,58,56,27,2.32,0.47,0.087,0.8,210,258,0,0,0,0,0,0,0.002,0.006,0.008,0.244,0.143,0.002,0.586,0.006,0,0.82,0.102,0,0,0,0,0,84.67,"Vegetables"
"3915",75232100,"Seaweed, cooked, NS as to fat added in cooking",6420,"Other vegetables and combinations",61,5.6,4.92,0.47,0.3,3.35,0.48,1.315,1.376,0,0,225,0,2706,0,0,0,0.08,0.408,1.275,0.138,0,98,98,98,10,0,0,30.1,0,1.32,0,7.5,64,50,2,1.65,0.96,0.242,0.7,309,268,0,0,0,0,0,0,0,0,0.003,0.349,0.102,0.019,1.274,0.021,0,1.117,0.157,0,0.009,0.077,0,0,81.92,"Vegetables"
"3916",75232110,"Seaweed, cooked, fat not added in cooking",6420,"Other vegetables and combinations",35,5.78,5.08,0.49,0.3,0.28,0.061,0.025,0.109,0,0,233,0,2792,0,0,0,0.083,0.421,1.315,0.142,0,102,102,102,10.3,0,0,31,0,0.99,0,4,66,52,2,1.7,0.99,0.249,0.7,319,276,0,0,0,0,0,0,0,0,0.003,0.05,0.003,0.008,0.008,0.009,0,0.004,0.001,0,0.009,0.08,0,0,84.52,"Vegetables"
"3917",75232120,"Seaweed, cooked, fat added in cooking, NS as to type of fat",6420,"Other vegetables and combinations",61,5.6,4.92,0.47,0.3,3.35,0.48,1.315,1.376,0,0,225,0,2706,0,0,0,0.08,0.408,1.275,0.138,0,98,98,98,10,0,0,30.1,0,1.32,0,7.5,64,50,2,1.65,0.96,0.242,0.7,309,268,0,0,0,0,0,0,0,0,0.003,0.349,0.102,0.019,1.274,0.021,0,1.117,0.157,0,0.009,0.077,0,0,81.92,"Vegetables"
"3918",75232121,"Seaweed, cooked, made with oil",6420,"Other vegetables and combinations",61,5.6,4.92,0.47,0.3,3.35,0.48,1.315,1.376,0,0,225,0,2706,0,0,0,0.08,0.408,1.275,0.138,0,98,98,98,10,0,0,30.1,0,1.32,0,7.5,64,50,2,1.65,0.96,0.242,0.7,309,268,0,0,0,0,0,0,0,0,0.003,0.349,0.102,0.019,1.274,0.021,0,1.117,0.157,0,0.009,0.077,0,0,81.92,"Vegetables"
"3919",75232122,"Seaweed, cooked, made with butter",6420,"Other vegetables and combinations",56,5.62,4.92,0.47,0.3,2.77,1.642,0.672,0.2,7,21,247,0,2711,0,0,0,0.08,0.409,1.276,0.138,0,99,99,99,10.6,0,0,30.1,0,1.03,0,4.1,65,51,2,1.65,0.96,0.242,0.7,309,288,0,0,0,0.099,0.062,0.037,0.078,0.08,0.232,0.717,0.311,0.037,0.623,0.012,0,0.088,0.011,0,0.009,0.077,0,0,82.41,"Vegetables"
"3920",75232123,"Seaweed, cooked, made with margarine",6420,"Other vegetables and combinations",50,5.6,4.95,0.47,0.3,2.11,0.431,0.621,0.922,0,24,251,0,2725,0,0,0,0.08,0.409,1.275,0.253,0,98,98,98,10.3,0,0,30.1,0.1,1.61,0,7,65,51,2,1.65,0.96,0.242,0.7,310,289,0,0,0,0,0,0,0.002,0.006,0.008,0.244,0.15,0.009,0.595,0.015,0,0.736,0.085,0,0.009,0.077,0,0,83.08,"Vegetables"
"3921",75233000,"Squash, summer, yellow or green, cooked, NS as to form, NS as to fat added in cooking",6420,"Other vegetables and combinations",34,1.19,4.36,1.93,1.3,1.76,0.821,0.462,0.34,3,16,26,0,117,0,0,1158,0.038,0.043,0.401,0.101,0,10,10,10,9.6,0,0,5,0,0.35,0,5.6,19,32,19,0.49,0.26,0.058,0.3,216,200,0,0,0,0.043,0.027,0.016,0.034,0.037,0.101,0.373,0.178,0.014,0.445,0.003,0,0.271,0.069,0,0,0,0,0,91.62,"Vegetables"
"3922",75233001,"Squash, summer, yellow or green, cooked, from fresh, NS as to fat added in cooking",6420,"Other vegetables and combinations",36,0.9,4.19,2.51,1.4,2.15,0.97,0.54,0.443,3,18,29,0,132,0,0,2180,0.043,0.041,0.498,0.101,0,19,19,19,8,0,0,5.3,0,0.39,0,4.5,27,38,23,0.35,0.38,0.1,0.2,187,226,0,0,0,0.049,0.031,0.018,0.039,0.043,0.116,0.451,0.207,0.016,0.519,0.004,0,0.331,0.112,0,0,0,0,0,91.44,"Vegetables"
"3923",75233002,"Squash, summer, yellow or green, cooked, from frozen, NS as to fat added in cooking",6420,"Other vegetables and combinations",34,1.19,4.36,1.93,1.3,1.76,0.821,0.462,0.34,3,16,26,0,117,0,0,1158,0.038,0.043,0.401,0.101,0,10,10,10,9.6,0,0,5,0,0.35,0,5.6,19,32,19,0.49,0.26,0.058,0.3,216,200,0,0,0,0.043,0.027,0.016,0.034,0.037,0.101,0.373,0.178,0.014,0.445,0.003,0,0.271,0.069,0,0,0,0,0,91.62,"Vegetables"
"3924",75233003,"Squash, summer, yellow or green, cooked, from canned, NS as to fat added in cooking",6420,"Other vegetables and combinations",26,0.61,2.89,1.16,1.4,1.62,0.775,0.439,0.295,3,15,21,0,67,0,0,193,0.015,0.027,0.408,0.073,0,9,9,9,5.1,0,0,2.4,0,0.33,0,3.7,12,21,13,0.69,0.28,0.078,0.2,94,194,0,0,0,0.041,0.026,0.015,0.033,0.035,0.097,0.345,0.17,0.013,0.423,0.003,0,0.248,0.046,0,0,0,0,0,94.08,"Vegetables"
"3925",75233010,"Squash, summer, yellow or green, cooked, NS as to form, fat not added in cooking",6420,"Other vegetables and combinations",21,1.2,4.45,1.98,1.3,0.16,0.033,0.012,0.067,0,0,9,0,112,0,0,1184,0.039,0.043,0.409,0.07,0,10,10,10,9.5,0,0,5.1,0,0.13,0,4.7,18,32,19,0.5,0.26,0.059,0.2,220,189,0,0,0,0,0,0,0,0.001,0,0.029,0.003,0.001,0.011,0,0,0.025,0.042,0,0,0,0,0,93.14,"Vegetables"
"3926",75233011,"Squash, summer, yellow or green, cooked, from fresh, fat not added in cooking",6420,"Other vegetables and combinations",20,0.9,4.29,2.58,1.4,0.31,0.064,0.023,0.13,0,0,11,0,126,0,0,2237,0.044,0.041,0.51,0.065,0,20,20,20,7.9,0,0,5.5,0,0.14,0,3.5,27,39,24,0.36,0.39,0.103,0.2,191,215,0,0,0,0,0,0,0,0.001,0.001,0.056,0.006,0.001,0.021,0,0,0.049,0.082,0,0,0,0,0,93.18,"Vegetables"
